,amplitude,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6
135,(-0.2852980216188387+0j),(-0.01518456683237769-0.13171324912584037j),(-0.07113949815448577+0.2527033598785209j),(0.05639468510729671+0.24439705974729226j),(0.21057142480754124-0.0731136470913826j),(-0.12724816163865843-0.15590307241885623j),(0.15022770922934423+0.02505485805286235j),(0.6248728110025924-0.4195453153110865j),(0.22841048894917268+0.3954817375474021j),(0.15509408167670466-0.0712819849225412j),(0.08997303139082535-0.18836419798868498j),(-0.07832698235806476-0.2692876722037026j),(-0.17149635281576353+0.13060180707607286j),(-0.08215149354065732+0.04236060170552682j)
136,(0.8382892649760253+0j),(0.0142136914130437+0.04910364366332978j),(0.013067249205031044+0.05688251599931766j),(-0.17704725716106023+0.10513840545504713j),(0.16956923171087887-0.028661840458717967j),(-0.2349237637661066+0.005436474036682286j),(0.2370296288365405+0.11316563679703984j),(0.6077928513613224-0.11481035301088946j),(0.33548957822792513+0.2713210953920681j),(-0.2184127393184308-0.3639759546000168j),(0.09287954408987989-0.037413519436275085j),(0.09066517559935391-0.05674830194242829j),(-0.09080796339691859+0.06541491720737512j),(-0.0325668162950235+0.04662977153811382j)
137,(0.5953686328756422+0j),(0.16104593710338405+0.021038634552748736j),(-0.09393368082341971+0.1435266301352588j),(-0.16006112179635962-0.03628720657172213j),(0.041218571336542734+0.01819059682911132j),(-0.24274678679763165-0.14952267378170475j),(0.2677811108483692+0.3089888540627591j),(0.8216672108643284-0.08832106496233467j),(0.1949926591333762+0.4314382351282934j),(-0.1676684740937722-0.02906739271907368j),(0.10193620003855343-0.12059798223913556j),(0.11979017679808247-0.038977117298890245j),(0.006063120365091653+0.019738019480351122j),(-0.06236594192006602+0.0269661986111559j)
138,(0.5698210261173823+0j),(0.10737869539947975-0.007432635666530251j),(-0.14652334220794783-0.010591783492464504j),(0.08124393641200993+0.06863569609966363j),(-0.06758970033062413-0.06433070485404596j),(0.12762824311534368-0.004773963748265924j),(0.0567393369438105-0.316969504176956j),(0.3387275206010468-0.5114531660404477j),(-0.01780120479642621+0.0987106357147582j),(-0.3033629563396208+0.1267717538434457j),(-0.08360645381424125+0.06245373948207117j),(-0.041206794555699366-0.05937723458340554j),(0.022476422753477353-0.051391433169474435j),(0.019814414864097494-0.00145609731397605j)
139,(0.25568097109360344+0j),(0.07940942970289183-0.10660123807883189j),(0.2521090949963644+0.032536668276953486j),(-0.019528437383740375+0.021226928154911607j),(0.040086497013866726+0.13199536070796286j),(-0.06897383588467633-0.13622476408107909j),(0.02515039434216525-0.035624807800376745j),(-0.04117534399554826+0.22194518600192537j),(0.29173976238576294-0.43985659768019864j),(-0.30249769070825905+0.23814949409115668j),(0.0019051777428860973+0.07257788058158121j),(0.06972349581475182+0.09116741714385923j),(0.10958390215260634-0.10561283851544587j),(-0.0235835723961342-0.029324004767506812j)
140,(0.11616594235122302+0j),(-0.08380466157236777-0.037308811621599415j),(-0.09698703637977943-0.12609417247197374j),(0.06899234426825522+0.004710041415943609j),(-0.18075761519615857+0.25742357323896137j),(0.07856627185355354+0.2552337630965817j),(0.1648283601362614-0.06456823525680709j),(0.5508341876517195+0.3686003739492364j),(-0.34844699364693515-0.11143319408747956j),(-0.21364793440717456+0.27555886996769047j),(0.10094503257939527+0.0066212075962160935j),(-0.030255818006658983+0.022208427221414317j),(-0.029429294932686402+0.0673222265351167j),(0.04038196452540764+0.06723157215188362j)
141,(-0.24919273825351218+0j),(0.02174764584527722-0.025602046975706033j),(-0.10885731521762582-0.026358427327566873j),(-0.072953660969464-0.08102064568057682j),(7.76624800538292e-05+0.02558644334953223j),(0.1627025686635631+0.19088123577150568j),(0.24887025368872542+0.15897538701425512j),(0.2235659443450678+0.2385633847904305j),(-0.4690689338533827-0.1755856111319418j),(0.013652685574159093+0.47361654952315846j),(-0.05575896194397703+0.10672519643259379j),(0.031998488842583515+0.12569000727120438j),(-0.034053209406997215+0.015124995805031766j),(0.03380833315319269+0.06298621828671705j)
142,(0.6847180257178878+0j),(-0.12572385421298315-0.004626876550175952j),(0.04398575626824857-0.10215163184906774j),(-0.10364129238077997-0.008169035943171695j),(0.03552627417049056-0.017620862297670563j),(0.30550470974764954-0.007456032829704584j),(0.1199316390072719-0.07858801008805621j),(0.5112498012696928+0.2010377383787407j),(-0.40656296386504115-1.0136554128183008e-05j),(-0.26256625694074964+0.04716951041671109j),(-0.016701698657243573-0.2240884847825591j),(0.05641639757220734+0.1429007665253082j),(-0.1469407852717108-0.15952681301379523j),(0.11130462076827508-0.09201176276060379j)
143,(0.7516726561743425+0j),(0.0762171847749409-0.1559930786486469j),(-0.009913307010176585+0.05086453183444385j),(-0.015562733225947069-0.052559097594016876j),(-0.018598317370114737-0.11235126621531688j),(0.2482181089459778+0.5317975719400907j),(0.30274337064444895-0.39406510052787513j),(-0.05241034091836895+0.013621094337307682j),(-0.34971034384509236-0.10147830932158063j),(-0.22452576795168483+0.04032456079654817j),(-0.0998108364809158-0.23912454030110608j),(-0.1177282727788358-0.08645796936118857j),(-0.15356473342316615+0.04403059957819281j),(-0.032322080515982156+0.018964463492939655j)
144,(-0.7219101219028041+0j),(-0.01865221684115244+0.018219147464062765j),(-0.06816460535538651-0.037162183984787864j),(0.08484230755797409+0.09975753464899242j),(-0.14562405884290036+0.10763568819433458j),(-0.15655587075663288+0.061815692006530226j),(0.06744484169336948-0.13127018000338314j),(-0.04374972468703802-0.6939075459013619j),(0.17620098624232894-0.11490834968912488j),(-0.4609814632599591-0.012663103367866711j),(0.010422648791902883+0.10119253846878555j),(-0.02211167300463462+0.15644062000289016j),(0.000994959606995541-0.20430170516818993j),(-0.05483069298524678-0.10782910762449589j)
145,(-0.10058062820594124+0j),(0.002879990405465549+0.10280872123047535j),(-0.09770954594196184-0.131662257925526j),(-0.13071998440943697+0.18801191277863763j),(-0.044373249703060905+0.21334419212221822j),(0.04675857651267492-0.06118407914376188j),(-0.10819367396272195-0.023887260752241582j),(0.21393927903641255-0.6902512589438103j),(0.1434937939753228+0.05291034911569066j),(0.04652220568560528+0.024570569966605733j),(-0.06780962134962265+0.07883821752855333j),(0.026962139236673205+0.11749125799195682j),(0.10628177273782974-0.07455360341506799j),(-0.021240701985745215-0.020510502416089232j)
146,(0.4945956546083965+0j),(-0.13426493401694983+0.03187516321381011j),(0.027289639080037394+0.05330341409441443j),(-0.0348462884839153+0.03336587979721945j),(-0.02223041237630035+0.1746867819262088j),(-0.10827211500288224+0.209629476713772j),(-0.3847015242874043+0.16447659518990926j),(-0.18372284629090274-0.6360442601491578j),(0.33916580818015607+0.37040525157565074j),(0.22299398112018404+0.017179374147876292j),(0.24355905240253642+0.021417891372852268j),(-0.12697834294853722-0.06070081516172474j),(-0.04549564401337763-0.057893464597316806j),(0.016284789364529338+0.04740276339470676j)
147,(-0.14416228708573048+0j),(0.04364806088631768+0.021952680998751268j),(-0.017630694092052167-0.03889503835372331j),(-0.008077739581855611+0.06983206797615762j),(-0.12162868568208939-0.11852456350470336j),(0.13269213306045524+0.21753350597293603j),(0.6248648444067388+0.12669232707549588j),(0.5391190498048064-0.2766603294036802j),(0.37833948844673326+0.3188064029244772j),(-0.1273802178723581+0.020794649388789093j),(0.054487129664500866-0.20722211678878252j),(-0.11303045536827612+0.14383511086066872j),(-0.06233704446614451+0.008719563148484537j),(0.016680957220499545-0.08832111642790282j)
148,(-0.08020783814971033+0j),(-0.06933150525079688-0.044000598374996126j),(0.05034301449819542+0.02715813205422088j),(0.03542104167549862+0.1287398751574924j),(0.0356500178492066-0.010861063471537799j),(0.2659164606463409-0.06292734739051901j),(0.16060354555927941-0.07486031848008044j),(0.13127521682974133-0.22842696698061468j),(0.7730991036181984+0.12829265189419112j),(-0.3556345196267998-0.0624808157041116j),(-0.1291177603048982-0.20525431261490387j),(-0.06364410064868509+0.10406887432954098j),(-0.04763713277284763+0.10521220586468191j),(-0.08747657456664107-0.07291038515659848j)
149,(-0.7881124045138559+0j),(-0.012917283249267383+0.062067260840419386j),(-0.10120098927919677+0.0551483037756329j),(0.06083085109099881+0.15139558133944547j),(0.1491464073678156+0.10190894554111148j),(0.2819720509181953+0.13629853589504282j),(0.22835484162690925-0.4709105631191445j),(-0.23570543801554866-0.11413931125459158j),(0.19247962539527808-0.2547950100987012j),(0.0547311381820027+0.08595259497205901j),(-0.056680824266455904+0.051002505943948666j),(0.07918903424311817-0.038968228220235185j),(-0.02542375207802603-0.05958377005646805j),(-0.12039858567107053+0.08579997437796114j)
150,(-0.4815914039019835+0j),(-0.07798186617612761-0.059662758695771353j),(0.15198621671058876+0.03201330483277791j),(0.04627134447169125+0.1587877636624816j),(-0.06380281209645798+0.1625893562844782j),(0.1520546784395875+0.34890229984023263j),(0.011081022426099386-0.490249299179411j),(-0.6025427313222962-0.31090050873984126j),(0.3029633456220194-0.22343698224578554j),(-0.033673719808344084+0.06575037248074206j),(0.04586490662363751-0.13700789625825088j),(-0.10099816927173601-0.12795578404011848j),(-0.056548284630849904-0.00754416474836904j),(-0.09334105432513427-0.052066149018918505j)
151,(-0.1441733825512284+0j),(0.0029615308929331926-0.02524730976783815j),(-0.05545636402652519-0.16265255060840494j),(0.06365212238489626+0.06660360971313907j),(0.1660370966896728-0.043869431296642045j),(0.08351320662655298+0.16881645660366287j),(-0.018416124512176543+0.12504471307030407j),(-0.10297498065631976+0.036166708505481454j),(0.5073565388802582-0.1956028643552479j),(-0.12280615922931795+0.2141194540543282j),(-0.031356975569528836-0.06009140226917942j),(0.05332415439197509+0.19162373471178723j),(-0.003077221238647093-0.06453589348420069j),(-0.12073332994199498-0.05231736221179201j)
152,(-0.8020317105848587+0j),(0.13435483017573158-0.06176375680132343j),(0.03173889878913125-0.09280466107194159j),(0.02952576566974484+0.1651214112361484j),(0.07464267126013531+0.017850638761331868j),(0.00045623901301153694+0.19301093208092415j),(0.24653103577069763+0.08095155323780494j),(-0.05416334954963045-0.43968567229345656j),(0.2870171649053363-0.19560563606538678j),(-0.22292544793040353+0.12119329705747503j),(0.15164457018840097+0.14940607473767326j),(0.19438698814877428-0.1331983279398746j),(0.005294731456114012-0.03015445604629271j),(-0.13968917944405784-0.036939388172411255j)
153,(-0.6717042282388024+0j),(-0.033747531970469244+0.0491905703211898j),(-0.11849323209639984+0.027506345957276336j),(-0.07558173368291922-0.01447135838747823j),(-0.10392846334209105+0.05374911342073985j),(-0.00541892907095292-0.08579731589239871j),(0.21282253406711027+0.4104692701733872j),(0.11661913930132987-0.8375589123129299j),(-0.0008651346284209091-0.6248342107443986j),(-0.0938726259890548+0.16199648378400072j),(0.2777699397850745+0.1681504227709682j),(-0.175056403393608-0.17341111089297478j),(-0.004526168567046067+0.10977971323961441j),(-0.03201940878747392-0.08969667863664468j)
154,(-0.8783757249652151+0j),(-0.07314182569845193+0.016508057597580866j),(-0.07193198615599038+0.022324564600058383j),(-0.0657165091649434+0.03707005163993498j),(-0.06077076846599257+0.25438124093682596j),(0.03520229662250439-0.013365731230049804j),(0.21523118760066307+0.4850053161766353j),(0.16223403086188515-0.9220566014522404j),(-0.03291177921250963-0.37886312624558377j),(0.08099100222387388+0.1250945370604444j),(0.17300561401030598+0.06580329029677676j),(0.043123024062142426-0.15638307976569277j),(0.011491022953462382-0.15512457364208312j),(-0.14152453586904348-0.0630538732494615j)
155,(-0.7107790070124134+0j),(-0.1965269609042692-0.09171735348670038j),(-0.027690043137889274+0.026049811083473193j),(-0.11594583445104827+0.02393863434100457j),(-0.09720504470649047+0.19220598021582294j),(0.05471917005936853-0.033943854932769545j),(0.4469407297034547+0.45562244674606245j),(0.15074835936527559-0.8206849687734953j),(0.06495064560256228-0.29233790715459884j),(0.001695565187374102-0.05149343815256049j),(0.2672522480437362+0.1210573774028723j),(0.03888215692478997-0.176804237302964j),(-0.12004681665981909-0.18667514918343053j),(-0.1608585982941679-0.025821701096392632j)
156,(-0.9407646502491233+0j),(-0.11908331353804814+0.025044408218805454j),(-0.014965538225117573+0.07703215324283705j),(-0.1639617655419961+0.08763923016614816j),(-0.035117329077786946+0.19151628686935335j),(-0.02119169899667401-0.22204656858746202j),(0.15332085261338096+0.4566542090460291j),(0.32374315828898026-0.8425298241944486j),(0.08216560036450211-0.3425537961485296j),(0.009988289885855636+0.015357365038983647j),(0.2913632693879198+0.05006481076033969j),(0.010708707046044747-0.22396795234130643j),(-0.21427285272560698-0.11721512237108353j),(-0.1722916754848349+0.08411241398645158j)
157,(-0.8635973156416517+0j),(-0.07867204218306115+0.07377508339204569j),(0.025997782443104106-0.03410075495381336j),(-0.10668170545219915+0.1216494534315627j),(-0.039878322297254035+0.2165408529804021j),(-0.003947983602437289-0.27787638780311597j),(0.006187934650160872+0.5151963167640717j),(0.2946252283413619-0.7966873096232138j),(0.15952149245989422-0.43730784113383675j),(-0.11658224861274835-0.05536341405133495j),(0.22417830223921845-0.015737093445522314j),(-0.0045966461320437295-0.24441706216095874j),(-0.15103403627431414-0.09832831438603759j),(-0.13278433799968622+0.15107581182968813j)
158,(-0.7269315419320366+0j),(-0.09442723668472493-0.008973234383808572j),(-0.03870948952024783-0.006187666495355546j),(-0.14464185029363863+0.19569730022146492j),(0.02656149107408675+0.23948851231473756j),(0.0458596637972463-0.2246668397469426j),(0.02017674969726729+0.4982129394429753j),(0.2715834426811161-0.7690868981844683j),(0.19375658149947372-0.43935011110933325j),(-0.06880127582773995-0.08425535439546844j),(0.1840694485059641-0.02811857256296499j),(0.0267779449777379-0.26351119685798835j),(-0.08737379483708352-0.08559943261282557j),(-0.042097417505456106+0.13212020934451185j)
159,(-0.8481650242995936+0j),(-0.03336302799824941-0.04535700143161729j),(0.030425556318280533-0.059459007647727574j),(-0.04158278899171291+0.0847591839169661j),(0.1081918264781902+0.27551640886322853j),(0.02343058352871933-0.12944378329118691j),(-0.08938887179772176+0.4699621334270487j),(0.30620681834920704-0.46967658129310913j),(0.07652792698364787-0.2384582062807361j),(-0.09719031343517265-0.04278128681808881j),(0.18797533368751282-0.06143218295575779j),(0.14437345036894433-0.16548120835797442j),(-0.007614397444938973-0.028529898913609908j),(-0.10943857992381259+0.11219850958093344j)
160,(0.07951596476431089+0j),(0.011259784889232054-0.09164007281103084j),(-0.1732686121354422+0.1499998350898349j),(-0.008323683797206565+0.29337978157061884j),(0.08690115316770587+0.19044019903279544j),(-0.05056375206438545-0.17443058691444818j),(-0.027159884003527538+0.21373830753356768j),(-0.023387943027940266-0.3424999331402601j),(0.3044179351194031+0.12797105763200411j),(0.003451767381784229+0.2037269155715346j),(0.1692287159202975-0.013291132520233303j),(0.15991763373761653-0.18393656605065525j),(0.0084790011648629+0.059128507117512046j),(-0.03278961927319291-0.014389384976047494j)
161,(-0.6027720336377862+0j),(-0.0028414575317218995-0.14721880308217575j),(-0.1941532515173143+0.027002121118981176j),(0.12261138607801954+0.34907555183470645j),(-0.02662865006546874+0.03724809842509466j),(0.06807910457546046-0.36045030532208844j),(-0.03882372183593495-0.08430540191599016j),(-0.10521685259407089-0.6118373018552893j),(0.14358559690303216+0.3816010149232574j),(0.28643732556382334+0.05165342734209384j),(-0.06851523179714293-0.08781731229126293j),(0.20085889215303943-0.06744874223152464j),(0.010955210962388093+0.025246898973713613j),(-0.016895921894826617+0.07357206398182309j)
162,(-0.2558530395563483+0j),(-0.09288282797732272+0.022864804987377654j),(-0.07020246552619816-0.07916293858136667j),(0.014053701222095868+0.06562723332037741j),(-0.23800868819213725-0.07806850447004238j),(0.03471551216697435-0.073469773135178j),(0.08840740348809674-0.1206300974640934j),(-0.14068468308908952-0.4338206968145935j),(0.25627683411511176+0.3174207573926334j),(0.09002396390621678+0.06295540632899546j),(-0.06161072299730547-0.131241612310616j),(0.011604154420370452-0.027807720501886096j),(0.05629073002685955-0.0562981507728027j),(0.07229050986237803-0.046240533650621224j)
163,(-0.41928599816416584+0j),(0.02081800637377667+0.03420252585620359j),(-0.06234909979552178+0.016342745146657137j),(-0.05091720791047244+0.08080021455058196j),(-0.20484826245428714-0.1073395510877352j),(0.1963193354467222-0.0004828268548706764j),(-0.0320881541778509+0.12554285467738496j),(-0.31569430020483247-0.3407868024404052j),(0.0021147793750693686+0.34656795400105267j),(-0.05601256641621639+0.10632803760133835j),(0.10580917171183937+0.052329584477588224j),(-0.014109386157971929-0.08747546174522501j),(0.13081621646890876-0.20607499416113803j),(-0.1060986260181388-0.11088708774046266j)
164,(-0.5747096898122995+0j),(0.12128945538702865+0.10253092550415618j),(0.13209961921826108+0.013728945546819218j),(-0.061914123687642514+0.10747114704848748j),(0.059789123961568845+0.025925170808085946j),(0.19135726430051875-0.013569011034911135j),(0.12961211874390208+0.2755318606361004j),(-0.34355776658259285-0.6585820772397107j),(0.07883882189499648+0.4465636318471724j),(-0.11135870269465944+0.31859082288542784j),(-0.007079705661810376-0.1589783848742432j),(0.10082674700598492+0.06942412436991553j),(0.12938082777509474-0.09271849731784779j),(0.04217529971014018+0.025661230987910257j)
165,(-0.012758798575485009+0j),(-0.07128546455181825-0.004592067979331725j),(0.0695054279050614+0.013187511143781899j),(-0.023684937273534712-0.26264341493055504j),(-0.06891847245345457-0.06465636775846441j),(-0.07072771660908606+0.16725025184062603j),(0.4808651193960092-0.2612449911609035j),(-0.05473243966684799+0.12766227444692624j),(0.004942784555950611+0.04783886449052038j),(-0.11108189494142606+0.28666587866885096j),(0.044799012297369156+0.30502477862651334j),(0.031157437714773608+0.16896190538842473j),(-0.08296227999901362-0.0025352776081150746j),(0.06290890522750528-0.015205622713906082j)
166,(0.022505216059693328+0j),(0.1273080354620777+0.0730301335977272j),(0.03376650413382006-0.07775475005387338j),(-0.10990968189320068+0.01170711239581706j),(0.461769747770121+0.15532030111279257j),(0.04310867604541849-0.02264924664186703j),(0.2980508852120558-0.17468589193493927j),(-0.19907804648628868-0.1748054309221293j),(-0.007579772864644639+0.07471828304870466j),(0.033793823355483005+0.13183140162558987j),(-0.04514992102983889+0.24449351342568684j),(-0.2666327620093157+0.006122928216205359j),(0.00036851028684016865+0.060709589964021066j),(0.0504678844161395+0.09166434810310942j)
167,(-0.5356431931308+0j),(-0.025134356054082988+0.08523877882923914j),(0.07818990730141445+0.08141369166462198j),(0.1440325651842719+0.05720497695221245j),(0.24279686516089188+0.446193313563952j),(0.06810083576307346-0.052208863857547055j),(0.002288728271996082-0.3817896028462957j),(-0.2900212388763129-0.1391086316806388j),(-0.044824386297281825+0.040872277398336536j),(0.28494780736302244-0.02533308655967082j),(-0.23997290996317758-0.05023285299496327j),(-0.19759032114005085+0.11326466236826466j),(-0.07717023251751803-0.0185747129052213j),(0.08067487886960345+0.025776778492070346j)
168,(0.24115146115431957+0j),(-0.013733975622919892-0.012417191415114723j),(-0.013814597696450985+0.03982876377463408j),(-0.11981068179317594-0.1284694350247724j),(0.27782138054611394+0.013730255991166087j),(-0.017338336468671146-0.14219848035447863j),(-0.33474542628111026-0.727083279382616j),(-0.13231957688885773-0.13119722539962209j),(-0.014067116242269605-0.018052655919472475j),(-0.032305774266414025+0.30007860306773865j),(-0.1439643457286793-0.022406938676221705j),(0.11016985084790243-0.08572100898259165j),(-0.09093980472700976-0.004275157382339113j),(-0.005228669651563462+0.018541243970648658j)
169,(0.7435948624419683+0j),(0.1088836234728975-0.025011442866902548j),(0.07994715630997992-0.033978586551300496j),(-0.08401524561871002+0.017808233692234065j),(0.07672214545980463-0.1438345884243828j),(-0.10034618239813967+0.3091871540728711j),(-0.2906655348838099-0.32018763807770884j),(-0.27396905939725114+0.3021866654860392j),(0.24234040862606254+0.12768590794141665j),(0.05944791477219293+0.16475156889669298j),(-0.13573933622519876+0.06691697966449468j),(-0.14090740797916967-0.1758283453014737j),(0.09289804921408919+0.08814169240414747j),(0.004383152521038294+0.11149006612670093j)
170,(0.3896314503804157+0j),(-0.11260583697233753+0.04796631908482041j),(-0.08509965120182407-0.10379901752006707j),(0.14339084957464376-0.1728740797199172j),(0.0981938856987177+0.1352366655769548j),(-0.32984945685308464+0.08032035932124806j),(-0.46057116424699146-0.24626316514770158j),(0.23414880193755952+0.20023647367992445j),(0.19789156589245846+0.2553585511354482j),(-0.09898257749924673+0.1138038414719352j),(-0.11007783297506224-0.10054166582962241j),(-0.0982081052891192+0.06800283864476503j),(-0.009539173656113138-0.13879091288823012j),(0.010757619929180468+0.10503776824622164j)
171,(-0.2830083567389622+0j),(0.0009773782127733763-0.09491326339620462j),(0.011582680581793106-3.311884117650687e-05j),(0.12950447523290176-0.03482007833679015j),(0.029284247539346296+0.04296338976473635j),(-0.38237734894645986+0.16794425873234678j),(-0.4925926727483597-0.19668022917777686j),(-0.326007317912527+0.43148136200199244j),(0.2088447684207+0.1321757618486655j),(-0.06470201134171481-0.16183327765373037j),(0.07123683402601684+0.0053809177812775486j),(-0.2341649433350917-0.003251306242371861j),(0.017602860541338094-0.09589843108763654j),(0.018434318201666355+0.06295374929540246j)
172,(0.35744475017820276+0j),(0.018955756549813574-0.0192850592478837j),(0.06133762297104408+0.05730124473783483j),(0.022139174968865027+0.019596680791810445j),(0.04548040809012764+0.14669252319972112j),(-0.12557136135891384+0.030844321440759607j),(-0.276100664469616-0.2266850571059815j),(-0.4351085768110831+0.25661941355046164j),(0.16241461441443983+0.3447365000136844j),(0.0334936165156151-0.0311629969550634j),(-0.3465346013169894+0.1792876365566006j),(-0.1783405720330279-0.20709190374779013j),(-0.0812245293537628+0.017151426607882426j),(0.012905866765733104-0.1177280157600413j)
173,(-0.11249764523839872+0j),(0.06292709445694745-0.1350241910471356j),(0.08479863243942952+0.045701822602213275j),(0.10362817184605988-0.05428623312313816j),(-0.15351061178217856-0.0006374689832788255j),(0.19446881371679414-0.027157535273584794j),(-0.2493776131238501+0.021595636856776148j),(-0.44061828890604826-0.05753143183197393j),(-0.02572531377803794-0.1477640486518367j),(0.03153246261389135+0.010869314074603245j),(0.1232393077007953-0.18074957088575716j),(-0.14890214108183608-0.2939305698569461j),(-0.03518974301956434-0.04360142565678447j),(-0.12040308366484585+0.04270410387500795j)
174,(-0.7845206285638953+0j),(-0.06125616662220024-0.0005780133308260992j),(0.05697583187817474+0.019297821282162255j),(-0.1471978929204955-0.10001038196380407j),(-0.17036388509414424-0.07778267384534207j),(-0.09567333062168853-0.019021760641270827j),(0.47541439384059686+0.11596610831347146j),(-0.22510890981796391-0.1776472988880712j),(0.07950095985680058-0.3215323253193373j),(-0.2708989657776297+0.17179853735798367j),(-0.020748959124586245-0.015341585294031176j),(0.13004324823106697+0.03054828032834296j),(0.07488755035126772+0.01608580637549787j),(-0.0239738329253223+0.05659152140743218j)
175,(-0.0917849169649052+0j),(0.04415341534045099-0.05432654390608081j),(-0.1371899875529003-0.035463045707393975j),(-0.041790803973276947+0.1816961998671474j),(-0.16108344648011158-0.06103548742497418j),(-0.16847050744084172-0.11084520520304979j),(0.2904606902707313-0.10128254476696588j),(-0.6918446578127436-0.2001484619493285j),(0.19007433882070554+0.07614835156982082j),(0.2996272913646518+0.3331247598541833j),(-0.011949814182448774+0.0736692321940603j),(-0.0035892601658719867+0.19698211374004743j),(0.05229411717455051-0.13600581539813172j),(0.09625187817833682+0.07265869606330733j)
176,(0.38456540556814667+0j),(0.04706239937551643-0.04778239333737937j),(0.06433558566813503+0.08065669660972878j),(-0.04444411372965668-0.0436738710735698j),(-0.035203249011764845+0.2081192736419198j),(-0.139341634537223-0.021670998511843682j),(-0.05859399906490988+0.2138299505113866j),(-0.8343608628145801-0.2600056081955163j),(-0.21027344207714962+0.006431363811704023j),(0.2060899991318568+0.12608719827460568j),(-0.11191124394182328+0.14346375377447318j),(-0.24759802240415424+0.1051915484491861j),(0.024525386300287114-0.0011139513434152426j),(0.05005490181960179-0.0322717843289496j)
177,(0.46640451501288294+0j),(-0.07429990682742879+0.006365880607254896j),(0.13076937020925386+0.03125199989521229j),(0.06424472242123871+0.14998346356516934j),(0.14069732671024346+0.32421148579732356j),(0.0634768009763923-0.052982069645896676j),(-0.009706943560130087+0.13170341158474289j),(-0.6499038693929906-0.10776268311127513j),(-0.34297833815705386-0.1154369581309007j),(-0.1345337895594615+0.1418403230862887j),(-0.06776604779842235-0.13090653076865819j),(0.0008213605982272457+0.03401259563983204j),(-0.12123379795445809+0.12865774266715752j),(-0.09075656160641786-0.07794908791907901j)
178,(0.17873339084756407+0j),(0.007527242749493528+0.05255466762037352j),(-0.13580277936624324+0.02534815942529619j),(-0.008442320810135323-0.015866203911072116j),(-0.008330314155706911+0.03043388616672847j),(0.01211344268618519-0.10056656734573004j),(0.09087842504574725-0.31388450175905347j),(-0.848824909945317+0.25693306476659283j),(0.05393986614407912-0.17067298564459632j),(-0.01905397338704505+0.04857410008342835j),(0.04202657519144947-0.14128676032869827j),(0.13533864118648226+0.01896091229398738j),(0.023021822426171852+0.09458461146005416j),(-0.0872077257458623+0.09718275674853294j)
179,(0.7740935208086848+0j),(0.09220301990013689-0.015726698551575456j),(0.02225509658021144+0.02034058172522433j),(-0.021416303694559928+0.12918480803823956j),(-0.23100404053176277+0.09700744862330336j),(-0.009882352254628413+0.014963412890509325j),(0.12051938039428187-0.3350680118371179j),(-0.6577289976904956+0.41967258600247204j),(-0.16039017300137415-0.175483263743921j),(0.02080593729075873+0.09322447273810354j),(0.04640774542207348+0.038531022198021264j),(0.09660190643890859-0.12961521650156366j),(0.15971668709109968+0.07506397330186197j),(0.013206132014279236+0.11685442948828494j)
180,(0.3845580548445882+0j),(0.008610456291941043+0.019601181724443126j),(0.01568742252738795-0.016656631809323082j),(0.18801654527651143-0.04275984740802585j),(-0.09149821707560066-0.017518829755676136j),(0.18162456932131996-0.2723029913500213j),(0.1512372707558753-0.1227384124891982j),(-0.8564148743636919+0.5512064380493654j),(-0.04761507163726163-0.17281957865500394j),(-0.08655145509706695-0.02963572935265156j),(0.08512738968436549-0.038504923154360576j),(-0.08548668214307889+0.13029661521766558j),(0.08188853019249093-0.06125421867797462j),(0.018393119475656108-0.03998958941139458j)
181,(0.16626225544320838+0j),(0.11348561872309916-0.0018347042396833976j),(-0.019343942380215973-0.14346258659666566j),(0.03153193042026227-0.09539051615114312j),(0.048745609925561616-0.06633855546725909j),(-0.0027624299091481026-0.24846942095355926j),(0.1366505472317575-0.05849643149046063j),(-0.029879586771695055+0.4620575843957886j),(0.017131710189426795+0.2184091408515781j),(0.0925239281804936+0.1117809875962139j),(-0.2355802748434186-0.3325993172480253j),(0.05888087004612057+0.07403473112219328j),(0.05010926895004065+0.033983735755988675j),(-0.041557512366775906-0.06030031515431578j)
182,(-0.10703488084767976+0j),(0.10689399056493093+0.06699947038220369j),(0.015405190201095329-0.039613616733423854j),(0.13190250506867413-0.06440810765418178j),(0.020472912246034963+0.22846047229550678j),(0.03449624148815767-0.07272962331593388j),(0.03103067114400483-0.18955158265566233j),(0.039613159306231265+0.2597701364978677j),(-0.02488409272284113+0.3221616512036813j),(0.011148705060722967+0.1976770244263451j),(0.09884704086834671-0.2990461897191487j),(0.023492353168316313+0.0034551911635733318j),(-0.010214023822308946-0.13499234564416043j),(0.020357779474827455+0.025418387378520355j)
183,(0.49014121272206673+0j),(0.13880097057957352+0.02495966859200116j),(-0.031001294901682797+0.07411642498961951j),(0.011510762923703156-0.013535763443921479j),(0.16590681529991644+0.006002752483953353j),(0.09083901160939115+0.059167822044374624j),(0.13859645800359233-0.4492252348277228j),(0.34971562723000954+0.24429531767953502j),(-0.35031018220682575+0.32462934234887353j),(-0.1772585565157376-0.0939313373927621j),(0.04686192730810667+0.052401057711469454j),(0.029496413113862002-0.07807674528932701j),(0.038621699381453246+0.09881397338762632j),(0.04004755720458719-0.04657038481779816j)
