,amplitude,c_-6,c_-5,c_-4,c_-3,c_-2,c_-1,c_0,c_1,c_2,c_3,c_4,c_5,c_6
46,(0.0734888876026886+0j),(-0.013081526058563185-0.03249360745798572j),(0.06890721747452139-0.0010180075472254607j),(-0.17634425000705603-0.04314799414747424j),(-0.003320447726974523-0.061632610405386035j),(0.178106109943549+0.19652339146894326j),(-0.08625367215415385+0.017458844873122603j),(0.584815408805758+0.04131623156169963j),(0.22257124191040836-0.6454207632624523j),(0.11120703270205598+0.20504776323040244j),(-0.33989316071317216+0.1281247060341474j),(0.04289716261384694-0.1525357458316108j),(0.028627105104869426-0.025740765737808396j),(0.15816904427265718-0.0009982400630999823j)
47,(0.7417796982649181+0j),(-0.04241281846954418-0.04724477424383827j),(-0.011183680068548408+0.0007139410080138492j),(-0.16396150302464146-0.03806180740194179j),(0.06790865411429209-0.05010081184511031j),(0.2371024123158857+0.15578806820444493j),(-0.10048309972139366+0.10790046520043786j),(0.5482680424154257+0.01116732233848313j),(0.2698377881112616-0.5961691679297931j),(0.09826302102576816+0.05651752048601183j),(-0.34856961654664703+0.0948787896633124j),(0.0051844132855186145-0.12922076089288106j),(0.08685746342194058-0.031046066654236558j),(0.14923741838149393+0.02045447660666201j)
48,(0.9017945549728116+0j),(0.0257600834023628-0.09884801102297337j),(0.020007429175198217+0.0429288040694781j),(-0.1294792158415399-0.06340807835273572j),(-0.003681354172005054+0.015821592698528588j),(0.14384531407820994+0.30504112034391245j),(-0.14481501551227757+0.0248078286531971j),(0.516531993257432+0.06469854731082267j),(0.15560683471641248-0.43910661761705544j),(0.21656757409893262+0.03467183015322785j),(-0.09512477377428376+0.1973887353879227j),(0.03590718906324103-0.1597814100701498j),(0.14165871375794392-0.006623271411622674j),(0.10749311225476135+0.043014715767895687j)
49,(0.17646846433077562+0j),(0.05534332313583214-0.017206484253653523j),(-0.09051008205405474+0.1416629833095601j),(-0.1514356007298741-0.13619742795482748j),(0.06231520532311046-0.09101986143880508j),(0.091902200459277+0.11976338739351208j),(-0.14084417639904248+0.05464900190137497j),(0.48109612087207143-0.06218228205420907j),(0.028535061531863196-0.34197120134378395j),(0.14617081596175208-0.024692903360301596j),(-0.1945499498042922+0.1271883992655891j),(0.03702077488510445-0.14223640936090937j),(0.04285954086474194+0.0010324283759787691j),(0.16424107158343232-0.031593460819271904j)
50,(0.7228628447078459+0j),(0.02559404457104156+0.025218559132206397j),(0.019563461774035784+0.1684852002176035j),(-0.062367335751546606-0.13611820316511722j),(0.17625448874541155+0.1090320703229716j),(-0.0005245989230577286+0.01374991348372087j),(-0.07428831384567344-0.03736482764783891j),(0.6915013955386178-0.12515540593102806j),(0.030856644437264637-0.2788636411207531j),(-0.05146425926418945-0.1679394228455979j),(-0.12962075654854907+0.1013807601646797j),(-0.039560294624622974+0.05371645181222096j),(-0.08098807529558913+0.044535709776100454j),(0.11788365987712789-0.009766795017317073j)
51,(-0.41281122838993545+0j),(0.025854248129211693-0.026993121916260267j),(0.015328666735893916+0.030012947377031723j),(-0.11330710126362997-0.08288716581299005j),(0.0911422284758607+0.09095506475956568j),(0.17159968473488843+0.00721227608178256j),(-0.08325630119882986+0.08787590051491403j),(0.769308101643136-0.0576527303196281j),(0.14389483005929854-0.32831943901106686j),(-0.13483280967563183-0.10505983691477713j),(-0.08912045165351022-0.1488298964804008j),(0.1510858716820755-0.0497894456066579j),(-0.004078508041645806+0.02757437106256173j),(0.07220198556519401+0.02997397830029674j)
52,(-0.7728215870023334+0j),(0.01853275611944405-0.008074712533871348j),(-0.03406772011238676+0.04648044426473122j),(-0.1532832481457119-0.08437164247975533j),(0.023035195381790663+0.02805828664763845j),(0.11601440637084165+0.020976244649291747j),(-0.2378536953126578+0.04547732220543381j),(0.819364496155854-0.028867046284622177j),(0.2083482963737267-0.4950652589686451j),(0.07131714270620051-0.046663475255255576j),(-0.11373447292984444-0.05500948451641125j),(-0.02743335041031509+0.06939957119287582j),(-0.052894852146254855-0.01692737968944274j),(-0.017423705457161022-0.0039426961860433785j)
53,(0.3493620859784583+0j),(-0.009047580544245218+0.03046715732089474j),(-0.06201605339196695+0.05672885554163441j),(-0.17772876197438836-0.07848346351310015j),(0.15482725114588836+0.059766557672384577j),(0.22275227237138986+0.15424506839242955j),(-0.1416224406004141-0.20600013930152858j),(0.7457424899233657-0.03841057432471142j),(0.3168819979604089-0.3296225371427526j),(0.050127576987515764+0.18473331983690994j),(-0.006592594545085595-0.15452764151289683j),(-0.07002275083297539+0.12683463256093389j),(-0.14147054365537493-0.09462455306933144j),(0.058138634042365404-0.016162898530963882j)
54,(0.8549955741655348+0j),(0.04858020295166808+0.2051267835840127j),(-0.06712549494584427-0.03677863406880313j),(-0.15491971721410605-0.07646351039213475j),(0.07802058331631635-0.029131273362172756j),(0.1009477614117906+0.1798767818733215j),(-0.09452515480486852-0.2243742502752944j),(0.7165753405893461+0.0022607166215725116j),(0.2879321304712895-0.4190595716844342j),(-0.004445902498927207+0.08007171145288818j),(-0.13323037698960233-0.1651843259899598j),(0.06937196014817451+0.17970111690250168j),(-0.13914187669013006-0.047446912365998836j),(-0.05882416591413986-0.13090932803192112j)
55,(0.5584430550906118+0j),(0.06245025280596926+0.18288937384172171j),(-0.01772197053845728-0.09380317159661132j),(-0.14745411281406995-0.08163250487254074j),(0.035348524068594414+0.007673119817083525j),(0.1067285581081388-0.051480849723910725j),(-0.10672063961204215-0.22939966871002232j),(0.7830339566018252-0.06729140397861808j),(0.29481445955589014-0.45735305737911003j),(0.02865184909862637+0.1277398650830923j),(0.040399240978613804-0.06546310177957493j),(0.016265629703726435+0.24577618871986862j),(-0.13766743636149506-0.060139591464081966j),(-0.06984221550195815-0.0643592047365922j)
56,(0.9234927320399658+0j),(0.01634273549198023+0.16724146396822928j),(-0.19702301966867097+0.07915535776846572j),(-0.14138030452228237-0.11268891881712335j),(0.010999960141801927+0.04033384960617115j),(-0.08220833830430102-0.08463298603748783j),(-0.13318498836565013-0.2299866958955582j),(0.7619214824306657-0.02891860230264893j),(0.35617174539251667-0.4792148407993554j),(0.10229710982299203+0.045711604339852434j),(0.009147626714398976-0.06731801992033457j),(-0.05748516270304657+0.15527290796620533j),(-0.15785561964442496-0.07320098744936683j),(-0.07424741550065754-0.06285322932002785j)
57,(0.05606256778767227+0j),(0.001708386640117722+0.12784886930378053j),(-0.12944900006589255+0.06813897851716978j),(-0.11136850775052787-0.17045700230690297j),(0.05904968426621598-0.02555355813960302j),(-0.07261439510767566-0.06147803079608816j),(-0.08938576688721339-0.3056435430055296j),(0.7372614093096629-0.07827521793978841j),(0.2842612009716473-0.42781845825215375j),(0.07103429390975352+0.06947462660903823j),(0.04927047306475399-0.05677804572084606j),(-0.10190808368312193+0.11837520195222341j),(-0.10423306330737667-0.1474870341077914j),(-0.12730886053279417-0.04988875660633623j)
58,(0.5858279588114489+0j),(0.013107210217893992+0.146296291653345j),(-0.0005318959687683478+0.1143356556455136j),(-0.21002888858328417-0.13546481948237024j),(0.11742836413224109+0.0529824849018474j),(-0.23143105556507207+0.03283657179651811j),(-0.2095385812557169-0.2883629867465278j),(0.6549884917962345-0.06837178305052831j),(0.194743204802271-0.43655239775319576j),(-0.07000677419527927+0.010856293217308126j),(0.11324526085828815-0.01263227283389902j),(0.008595975064629282+0.1845689917572531j),(-0.14441301526228853-0.16690110817940523j),(0.032088829287998555-0.1328788011764679j)
59,(0.7631707988821661+0j),(-0.01010645229452821+0.1941185795535027j),(-0.017452523072034893+0.09794581016570125j),(-0.1599446528709813-0.09900941890801318j),(0.1723817007042556+0.1187542845326049j),(-0.13505173610319332-0.027373618800565977j),(-0.20433802128035547-0.28907428183583256j),(0.632474021905813-0.05581760092521798j),(0.18534445408793704-0.4084392241913345j),(-0.08073370338750568+0.03178379409100303j),(0.13130851562528217-0.0017951875409607603j),(-0.025267948589540984+0.17170469775613675j),(-0.17853159269464008-0.18137052370748194j),(0.055648701557891915-0.15126532619585475j)
60,(0.7631707988821661+0j),(-0.04065358257823416+0.16348747922154266j),(-0.013333656132039575+0.050394985003534565j),(-0.13822625034162803-0.07602315901182777j),(0.16967910312350096+0.12525114297906956j),(-0.1575721140771007-0.021378056319598167j),(-0.1862403386791318-0.24949912012936737j),(0.6300079052357191-0.04812345517003129j),(0.21580987995993822-0.3744309945959718j),(-0.06237649013085452+0.0557461002823335j),(0.1250196915018093-0.05604083222689572j),(-0.024889592576035315+0.17225759957335918j),(-0.13402024024188638-0.20057031386123286j),(0.05319974322203972-0.17776643997589442j)
61,(0.362621436599684+0j),(-0.022736150429624964+0.15029373058933967j),(0.026012109688089598-0.08358653107182601j),(-0.046406605982675535-0.1826973686538247j),(0.1838593931880921+0.14778707305846508j),(-0.15755946187722578+0.08572583703373132j),(-0.1465469201486619-0.3098018784091665j),(0.5436853120195273-0.02488497702276938j),(0.11141706962464619-0.25675153920977695j),(0.00832358831886985+0.02997628416009691j),(0.10221022892314374-0.007785456851354122j),(-0.023294632951943964+0.08742300040041229j),(-0.08724581880235167-0.08402584393027494j),(-0.13243750911414173-0.14408545999794134j)
62,(0.5746506102327863+0j),(-0.08884188964763423+0.1257516777311222j),(-0.023949865598951355-0.024341931133557166j),(-0.023049064156325363-0.2922176470041059j),(0.08902821120004696+0.14820194754093557j),(-0.24067022411176528+0.22849794747362048j),(0.10519834598648387-0.3672046538416415j),(0.5047423918933851-0.02815646420029502j),(0.03872974783640367-0.22481613432833003j),(0.0504066043123251+0.060206667897583846j),(0.10537535697467851+0.009818785432474615j),(-0.03571411350860047+0.08786624330163888j),(-0.11496254490710311-0.013600946101391231j),(-0.13943432475392034-0.1294820602165553j)
63,(0.19377017130496427+0j),(-0.0303881413704052+0.0413646894574803j),(-0.03067781582428113-0.07485711939584014j),(-0.03355485384320234-0.2654104135249681j),(0.19314479696519216+0.11054473010038218j),(-0.29693138643658684+0.19655004864007095j),(0.2126017906466-0.3763497894391907j),(0.381048115391555-0.07988420121675242j),(0.07773345698553791-0.335745985623271j),(0.18661128898927942+0.13510894463806303j),(0.01197255549637701+0.020578554055257582j),(-0.028924039071974453+0.10375884876133848j),(-0.033582424525561747+0.012082577711543115j),(-0.04675883983759024-0.14171581582709292j)
64,(0.733633640553619+0j),(0.015852183861878894+0.017753826285059164j),(-0.021594387595863775-0.035424258547063985j),(-0.07221661392838928-0.30355973263804226j),(0.19210310977303374+0.12044454873528758j),(-0.3538008448043463+0.12888963342777518j),(0.09857573932529698-0.4221148621207526j),(0.3813100192032942-0.06605307495893674j),(0.013248930056328885-0.31450369113242105j),(0.14479374562331304+0.12315385910612184j),(0.03616001957200832+0.026310959606021495j),(-0.006720386310142209+0.07646693947104737j),(-0.06398489377834955+0.0479993951995172j),(-0.04779891727364726-0.0846844275389953j)
65,(0.586217625079559+0j),(-0.07384611612363791-0.041059301150562125j),(-0.1346602444807878-0.02202853515916803j),(-0.13218109673228093-0.17150181174483722j),(0.14724454812514032+0.13042616367527798j),(-0.2557839444651073+0.12899022981184408j),(0.03500780856576863-0.36748213304392774j),(0.4996683522251327-0.18874236882499879j),(-0.04298993346024804-0.32798499858499613j),(0.23406145103686687+0.04332195823003387j),(0.18388408487393906-0.1499837194446837j),(0.08530643861812809+0.04651888218916931j),(-0.14549865628838032+0.01709641400623662j),(-0.08127175275550338-0.03652404612700315j)
66,(0.3469620332286395+0j),(0.008053748078075976-0.005827276138832398j),(-0.08278105488365012-0.03223645118732412j),(-0.14963617483902725-0.05116045708962097j),(0.1822523985997044+0.1045529850237291j),(-0.2778982884135143+0.16299899694936543j),(-0.06893936916593167-0.2893245574665626j),(0.4471517375743275-0.32445566556082267j),(-0.04029752389248517-0.2950912392852652j),(0.2094889162489269+0.07019698455931099j),(0.2169685751014155-0.14093887511831038j),(0.10614613375869122+0.03535809848386548j),(-0.10157673699685858+0.0710340526621249j),(-0.058275166947112905-0.06069992884762108j)
67,(0.41636818982970086+0j),(0.11885205309315665+0.04929077714437572j),(-0.031767978613443076-0.09112495080734986j),(-0.025464594625378267-0.1999772039033197j),(0.14110411340215764-0.05863924700420347j),(-0.23247033141111098+0.1664514748066987j),(-0.0568531226881311-0.13056991288002062j),(0.5802579506972846-0.26471416476263143j),(0.07265119905445044-0.3281657458781923j),(0.16223997910173818+0.14641585650131755j),(0.19713497609492595-0.14938766810514864j),(0.15077665773212356+0.11844468651743223j),(-0.0026678706326033353+0.02434528453426918j),(-0.07233507899324947-0.00519006839164101j)
68,(0.618952581254626+0j),(0.11771071585468648-0.0467004272988728j),(-0.06526246266931682-0.13638383131547005j),(0.01618977464786652-0.23826491297737395j),(0.14668024787182724-0.006355351840872554j),(-0.20802369896355485+0.09683237802006539j),(-0.01643135191731733-0.04995636938278815j),(0.43471168633653634-0.1657358429437562j),(0.11414166754445212-0.44944133516684265j),(0.23622525157680202+0.13732040940249443j),(0.22495930364363406-0.21263604223991206j),(0.08991247575493612+0.16094760929389323j),(0.003675698072467046+0.07334723327684056j),(-0.07451497785903814-0.05433101129973132j)
69,(0.4853119376012843+0j),(0.1634637082315843+0.013252080713882584j),(-0.0252943216023543-0.07126681198223751j),(-0.04017304568103837-0.24730497995849154j),(0.09441245110362037+0.043493832073701j),(-0.217253204495844-0.00829272647403203j),(-0.016566617445625608-0.009311416568264872j),(0.5224697549909879-0.20404997349439866j),(0.14040371551961467-0.36103559843442873j),(0.21753868867353704+0.164505665508687j),(0.1942153310016102-0.2552358942280361j),(0.09022008041157442+0.16323948102425187j),(0.013030407164225386+0.09426632251763856j),(-0.04776668510880012-0.0864468678959009j)
70,(0.2843169021090436+0j),(0.19636935085502574-0.0250138283924367j),(0.022475856383269776-0.11207651122708463j),(0.07179819108033143-0.1203194033861853j),(0.029449420303847194+0.1916658675342518j),(-0.16587002232202816-0.1027602346138494j),(-0.0030063989786799448+0.009846074373102053j),(0.36056791121983206-0.1910090907216958j),(0.08762132999655048-0.2842898753522253j),(0.27693725966123167+0.20099197960215975j),(0.13562620695542488-0.2547459394215085j),(0.2075088454528699+0.05786575161576876j),(-0.02687739149505133+0.026871534976665612j),(0.06107221178776-0.03250243014504213j)
71,(0.26660138392173593+0j),(0.2001770658983175+0.03302769243252186j),(-0.022395797176085946-0.03160456917974884j),(0.03599838589110044+0.02731011254319546j),(0.1421282243716106+0.18369249038316804j),(-0.19032260621073194+0.11890924256650415j),(-0.06944410191054967-0.05501095718395077j),(0.35377246942002594-0.22278223026692529j),(0.20852218460979113-0.3542117865345188j),(0.12909461057482283+0.14563056215870246j),(0.058271786971268905-0.332002985561993j),(0.11693400299310015+0.0901390764228562j),(-0.11705763062522538-0.02731353625762166j),(-0.015676455622153047-0.009712623402731617j)
72,(-0.3298251772792683+0j),(0.15049338561398803-0.05714805452234943j),(-0.0355040402394013-0.19253383361833748j),(0.0019191185965353635-0.021570639081914512j),(-0.02013716595520834+0.10231582148562456j),(-0.13433209959364056+0.07953749281986906j),(-0.12896022102172985-0.12513374676811345j),(0.2588182362620506-0.30457185411143967j),(0.10010439807118124-0.5411854922766368j),(0.017025036626604602+0.18828500966369194j),(-0.0290480300356619-0.17355967006396464j),(-0.0558345586354872-0.11024644720642708j),(-0.1143439525643703+0.010240118588063295j),(-0.01254925555759147-0.06535826254361586j)
73,(0.46328226764178376+0j),(0.10769077110927064+0.004655512327185515j),(0.06863270993384223-0.1641317267554987j),(0.0736515925528188-0.058767358210897826j),(-0.10566847038257825+0.1721804473697575j),(-0.16428162702514623+0.007899849880194966j),(-0.21468540172099326-0.14080471023833974j),(0.1607052347917897-0.36897590973705935j),(0.2949521284972378-0.28491049908929456j),(0.06358962672598759+0.2832978996094888j),(-0.08293434174021208-0.3102147857584693j),(0.03129847548150532-0.041864918175198954j),(-0.04920134155927641+0.04476589774082967j),(0.03381860899215165-0.04541866228308295j)
74,(0.7180740511849274+0j),(0.004211171851635737-0.07795501667118541j),(0.061569009680887035-0.07827968778912071j),(0.19597849545322243+0.04927484441533102j),(-0.10197647925265395+0.2364766380837687j),(-0.16499189950132231-0.017210482299669046j),(-0.2611004504243513-0.12175768129685909j),(0.2525261215616607-0.1879758152338864j),(0.08216515991762453-0.25835394107290344j),(0.0795869340475732+0.3626963231100982j),(-0.04237032507733043-0.08096969178456265j),(0.13342093654856682-0.1795208601069849j),(0.09463955544723368-0.012152983408693079j),(-0.03361115171341546+0.022192812814991414j)
75,(0.13971974613805227+0j),(-0.06626800693524981-0.016560509111641517j),(-0.021841488625225003-5.451638160969621e-05j),(0.16644591031198666+0.02144691381812941j),(-0.10735101947886279+0.26093878883668814j),(-0.040996020252501805-0.023287448181190572j),(-0.34452398895827085-0.1522222552144918j),(0.25864069566700904-0.16744915309858974j),(0.08032487507548519-0.20597104474341807j),(0.07397862721162696+0.18391602221548087j),(-0.07311864343227985-0.039347237763027225j),(0.07858895815444276-0.11459780595869881j),(0.04901304544599588-0.05223505337197297j),(0.03215111184651662+0.00966734467789169j)
